宝石ID,宝石名称,宝石图标,原石ID组,最高品级,灵气上限,升级灵气条件,1级属性组,2级属性组,3级属性组,4级属性组,5级属性组,6级属性组,陈旧属性组,原石外观,开窗外观,1级外观(模型ID),2级外观,3级外观,4级外观,5级外观,6级外观,陈旧外观,出售价,增加抛光进度上限,消耗总金币,消耗总点券,增加进度值,2倍暴击率,5倍暴击率,10倍暴击率
1292,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1293,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1294,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1295,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1296,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1297,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1298,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1299,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1300,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1301,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1302,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1303,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1304,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1305,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1306,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1307,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1308,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1309,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1310,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1311,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1312,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1313,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1314,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1315,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1316,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1317,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1318,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1319,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1320,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1321,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1322,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1323,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1324,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1325,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1326,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1327,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1328,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1329,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1330,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1331,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1332,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1333,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1334,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1335,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1336,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1337,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1338,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1339,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1340,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1341,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1342,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1343,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1344,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1345,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1346,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1347,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1348,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1349,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1350,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1351,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1352,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1353,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1354,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1355,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1356,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1357,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1358,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1359,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1360,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1361,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1362,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1363,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1364,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1365,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1366,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1367,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1368,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1369,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1370,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1371,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1372,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1373,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1374,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1375,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1376,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1377,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1378,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1379,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1380,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1381,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1382,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1383,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1384,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1385,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1386,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1387,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1388,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1389,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1390,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1391,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1392,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1393,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1394,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1395,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1396,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1397,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1398,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1399,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1400,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1401,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1402,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1403,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1404,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1405,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1406,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1407,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1408,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1409,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1410,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1411,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1412,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1413,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1414,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1415,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1416,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1417,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1418,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1419,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1420,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1421,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1422,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1423,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1424,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1425,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1426,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1427,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1428,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1429,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1430,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1431,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1432,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1433,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1434,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1435,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
1436,废弃宝石,1,1,1,1,0;0;0;0;0;240,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,3000;3000;3000;3000;3000;3000;3000,100,200,0,100,0,0,0
